run_01_01	5.00e+01	5.00e+01	9.63e-05	2.70e+01	1.74e-23	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	4.99e+01	0.00e+00	0.00e+00	0.00e+00	1.52e-01	4.99e+01	8.02e-04
run_01_02	5.00e+01	1.00e+02	1.97e-04	2.70e+01	7.53e-24	1.51e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.62e+01	1.51e+00	0.00e+00	0.00e+00	6.46e+01	1.62e+01	1.64e-03
run_01_03	5.00e+01	1.50e+02	3.72e-04	2.70e+01	3.82e-24	6.73e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.28e+01	6.73e+00	0.00e+00	0.00e+00	6.09e+01	1.28e+01	3.10e-03
run_01_04	5.00e+01	2.00e+02	6.15e-04	2.70e+01	2.26e-24	8.58e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.18e+01	8.58e+00	0.00e+00	0.00e+00	5.92e+01	1.18e+01	5.12e-03
run_01_05	5.00e+01	2.50e+02	9.25e-04	2.60e+01	1.47e-24	9.37e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.14e+01	9.37e+00	0.00e+00	0.00e+00	5.85e+01	1.14e+01	7.71e-03
run_01_06	5.00e+01	3.00e+02	1.30e-03	2.60e+01	1.03e-24	9.79e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.12e+01	9.79e+00	0.00e+00	0.00e+00	5.81e+01	1.12e+01	1.08e-02
run_01_07	5.00e+01	3.50e+02	1.74e-03	2.60e+01	7.64e-25	1.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.10e+01	1.00e+01	0.00e+00	0.00e+00	5.79e+01	1.10e+01	1.45e-02
run_01_08	5.00e+01	4.00e+02	2.24e-03	2.60e+01	5.88e-25	1.02e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.10e+01	1.02e+01	0.00e+00	0.00e+00	5.77e+01	1.10e+01	1.87e-02
run_01_09	5.00e+01	4.50e+02	2.81e-03	2.60e+01	4.66e-25	1.03e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.09e+01	1.03e+01	0.00e+00	0.00e+00	5.76e+01	1.09e+01	2.34e-02
run_01_10	5.00e+01	5.00e+02	3.44e-03	2.60e+01	3.78e-25	1.04e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.09e+01	1.04e+01	0.00e+00	0.00e+00	5.75e+01	1.09e+01	2.86e-02
run_01_11	5.00e+01	5.50e+02	4.12e-03	2.60e+01	3.13e-25	1.04e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.08e+01	1.04e+01	0.00e+00	0.00e+00	5.75e+01	1.08e+01	3.44e-02
run_01_12	5.00e+01	6.00e+02	4.87e-03	2.60e+01	2.63e-25	1.05e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.08e+01	1.05e+01	0.00e+00	0.00e+00	5.74e+01	1.08e+01	4.06e-02
run_01_13	5.00e+01	6.50e+02	5.67e-03	2.50e+01	2.24e-25	1.05e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.08e+01	1.05e+01	0.00e+00	0.00e+00	5.74e+01	1.08e+01	4.73e-02
run_01_14	5.00e+01	7.00e+02	6.54e-03	2.50e+01	1.93e-25	1.05e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.08e+01	1.05e+01	0.00e+00	0.00e+00	5.74e+01	1.08e+01	5.45e-02
run_01_15	5.00e+01	7.50e+02	7.46e-03	2.50e+01	1.68e-25	1.06e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.08e+01	1.06e+01	0.00e+00	0.00e+00	5.74e+01	1.08e+01	6.22e-02
run_01_16	5.00e+01	8.00e+02	8.44e-03	2.50e+01	1.48e-25	1.06e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.08e+01	1.06e+01	0.00e+00	0.00e+00	5.74e+01	1.08e+01	7.03e-02
run_01_17	5.00e+01	8.50e+02	9.47e-03	2.50e+01	1.31e-25	1.06e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.07e+01	1.06e+01	0.00e+00	0.00e+00	5.73e+01	1.07e+01	7.89e-02
run_01_18	5.00e+01	9.00e+02	1.06e-02	2.50e+01	1.17e-25	1.06e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.07e+01	1.06e+01	0.00e+00	0.00e+00	5.73e+01	1.07e+01	8.80e-02
run_01_19	5.00e+01	9.50e+02	1.17e-02	2.50e+01	1.05e-25	1.06e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.07e+01	1.06e+01	0.00e+00	0.00e+00	5.73e+01	1.07e+01	9.76e-02
run_01_20	5.00e+01	1.00e+03	1.29e-02	2.50e+01	9.49e-26	1.06e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.07e+01	1.06e+01	0.00e+00	0.00e+00	5.73e+01	1.07e+01	1.08e-01
run_01_21	5.00e+01	1.05e+03	1.42e-02	2.50e+01	8.61e-26	1.06e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.07e+01	1.06e+01	0.00e+00	0.00e+00	5.73e+01	1.07e+01	1.18e-01
run_01_22	5.00e+01	1.10e+03	1.55e-02	2.50e+01	7.85e-26	1.06e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.07e+01	1.06e+01	0.00e+00	0.00e+00	5.73e+01	1.07e+01	1.29e-01
run_01_23	5.00e+01	1.15e+03	1.68e-02	2.50e+01	7.18e-26	1.06e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.07e+01	1.06e+01	0.00e+00	0.00e+00	5.73e+01	1.07e+01	1.40e-01
run_01_24	5.00e+01	1.20e+03	1.83e-02	2.50e+01	6.59e-26	1.06e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.07e+01	1.06e+01	0.00e+00	0.00e+00	5.73e+01	1.07e+01	1.52e-01
run_01_25	5.00e+01	1.25e+03	1.97e-02	2.50e+01	6.08e-26	1.06e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.07e+01	1.06e+01	0.00e+00	0.00e+00	5.73e+01	1.07e+01	1.64e-01
run_01_26	1.00e+02	5.00e+01	2.24e-06	3.10e+01	6.69e-22	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	5.00e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	5.00e+01	1.87e-05
run_01_27	1.00e+02	1.00e+02	3.31e-04	2.70e+01	4.78e-24	4.28e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	4.57e+01	4.28e+00	0.00e+00	0.00e+00	1.39e-01	4.57e+01	2.75e-03
run_01_28	1.00e+02	1.50e+02	3.99e-04	2.70e+01	3.61e-24	8.82e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.68e+01	8.82e+00	0.00e+00	0.00e+00	4.88e+01	1.68e+01	3.33e-03
run_01_29	1.00e+02	2.00e+02	6.29e-04	2.70e+01	2.22e-24	9.75e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.34e+01	9.75e+00	0.00e+00	0.00e+00	5.37e+01	1.34e+01	5.25e-03
run_01_30	1.00e+02	2.50e+02	9.36e-04	2.60e+01	1.46e-24	1.01e+01	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.23e+01	1.01e+01	0.00e+00	0.00e+00	5.52e+01	1.23e+01	7.80e-03
